"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"268",19.3,19.3,18.73,19.02,19.84,19.58,20.29,19.58,20.08,20.38,20.71,20.77,20.48,19.9,20.76,20.76,20.56,22.42,25.24,27.58,29.74,32.16,34.72,36.98,39.05,41.36,43.54,45.83,43.42,40.25,37.75,34.64,33.02,31.13,29,27.48,24.52,21.15,20.19,20.87,20.87,20.65,21.09,21.3,20.65,20.19,19.7,21.71,21.51,22.31,22.51,22.9,23.73,25.47,23.95,24.41,27.18,24.91,25.47,30.05,33.38,31.27,39.3,35.95,39.15,39.75,43.22,46.7,46.31,41.67,37.26,32.69,28.07,21.95,18.4,17.68,17.43,18.62,17.68,19.59,19.42,18.17,17.93,18.17,16.05,15.75,17.43,17.93,19.42,20.39,20.63,23.48,26.14,28.78,31.61,34.09,37.62,40.43,43.24,62.27,72.29,79.08,90.89,105.45,112.56,127.56,136.92,147.41,160.97,162.3,163.5,167.36,165.03,167.88,165.48,167.88,165.48,167.91,164.56,156.18,160.97,154.33,156.18,165.48,165.48,154.33,141.29,135.92,122.66,108.44,94.22,78.64,44.75,42.44,40.14,37.83,35.64,33.27,31,28.65,26.46,24.12,22.02,19.66,17.56,15.83,13.02,10.27,8.38,8.09,8.09,7.93,8.47,8.94,8.35,9.12,8.47,9.12,8.24,7.96,8.24,7.96,8.35,7.96,8,7.96,7.93,8,7.93,10.98,14.18,17.19,20.2,23.53,26.81,29.55,32.47,35.65,39.05,41.72,46.01,42.9,39.83,36.48,33.33,30.72,27.55,24.36,21.16,17.82,19.16,17.49,18.05,17.93,19.44,19.3,19.44,17.93,17.93,17.49,17.86,17.86,17.42,17.42,18.18,17.82,20.04,21.05,23.74,25.35,27.9,29.47,30.79,32.96,34.55,36.09,38.08,39.93,41.55,43.1,44.73,64.67,71.55,78.1,83.29,90.67,96.24,96.61,108.4,108.06,121.17,127.56,140.37,145.59,151.61,161,160.97,165.48,164.56,166.88,164.56,154.33,164.56,164.56,165.48,166.57,167.91,157.9,152.38,152.38,133.23,124.86,121.98,107.18,119.06,124.86,145.86,148.13,152.38,160.97,148.25,146.72,143.64,129.99,123.9,112.31,111.73,105.64,105.52,96.79,92.06,85.07,78.44,71.52,45.93,43.39,40.91,37.99,35.73,33.17,30.75,27.93,25.4,23.12,20.19,19.71,19.84,19.58,20.61,20.54,20.75,20.54,20.54,20.54,20.78,20.39,20.76,20.75,20.68,20.28
"269",19.44,19.44,18.87,19.16,19.96,19.71,20.38,19.71,20.19,20.47,20.75,20.78,20.39,19.75,20.73,20.73,20.48,22.29,25.17,27.52,29.66,32.1,34.71,36.95,39,41.31,43.49,45.87,43.48,40.34,37.86,34.79,33.18,31.29,29.17,27.65,24.73,21.4,20.42,21.09,21.09,20.87,21.3,21.51,20.87,20.42,19.95,21.91,21.71,22.51,22.71,23.1,23.95,25.77,24.17,24.66,27.59,25.18,25.77,30.64,34.17,31.93,40.2,36.45,39.61,40.03,43.49,46.94,46.3,41.62,37.18,32.59,27.93,21.72,18.17,17.43,17.16,18.4,17.43,19.42,19.23,17.93,17.68,17.93,15.75,15.46,17.16,17.68,19.23,20.28,20.56,23.42,26.06,28.68,31.51,33.99,37.57,40.38,43.2,61.98,71.81,78.27,89.94,104.56,111.3,126.43,135.53,145.85,159.5,160.97,162.3,166.88,165.87,167.7,164.56,167.7,164.56,167.88,163.5,154.33,159.5,152.38,154.33,164.56,164.56,152.38,139.58,135.13,122.18,108.13,94.2,78.38,44.75,42.44,40.15,37.84,35.68,33.29,31.03,28.67,26.51,24.17,22.1,19.74,17.67,15.99,13.14,10.23,8.27,8.02,8.02,7.91,8.61,9.12,8.47,9.32,8.61,9.32,8.24,8,8.35,8,8.47,8,8.07,8,7.96,8.07,7.96,10.99,14.25,17.24,20.22,23.61,26.9,29.55,32.48,35.62,38.99,41.7,46.02,42.93,39.88,36.51,33.37,30.8,27.65,24.47,21.27,17.93,19.3,17.56,18.18,18.05,19.58,19.44,19.58,18.05,18.05,17.56,17.72,17.72,17.45,17.45,18.31,17.93,20.17,21.1,23.86,25.46,27.99,29.56,30.88,33.03,34.62,36.15,38.12,39.94,41.56,43.11,44.74,64.61,71.6,77.91,82.85,90.24,95.62,95.53,107.55,106.72,120.13,126.43,140.23,146.17,152.35,160.83,159.5,164.56,163.5,166.26,163.5,152.38,163.5,163.5,164.56,167.12,167.88,156.18,150.31,150.31,130.49,121.98,119.06,104.18,116.12,121.98,143.5,145.86,150.31,159.5,146.4,145.31,142.65,128.49,122.52,110.77,110.57,104.6,105.22,96.24,91.88,84.88,78.36,71.43,45.93,43.42,40.95,38.05,35.79,33.23,30.8,28.01,25.49,23.18,20.29,19.84,19.96,19.71,20.66,20.61,20.77,20.61,20.61,20.61,20.79,20.28,20.73,20.77,20.63,20.17
"270",19.58,19.58,19.02,19.3,20.08,19.84,20.47,19.84,20.29,20.54,20.77,20.79,20.28,19.59,20.68,20.68,20.39,22.16,25.1,27.45,29.57,32.03,34.7,36.92,38.94,41.26,43.44,45.9,43.53,40.43,37.97,34.93,33.33,31.45,29.34,27.82,24.93,21.65,20.65,21.3,21.3,21.09,21.51,21.71,21.09,20.65,20.19,22.11,21.91,22.71,22.9,23.31,24.17,26.09,24.41,24.91,28.02,25.47,26.09,31.27,35,32.63,41.14,36.97,40.1,40.32,43.77,47.2,46.29,41.56,37.1,32.47,27.78,21.48,17.93,17.16,16.89,18.17,17.16,19.23,19.04,17.68,17.43,17.68,15.46,15.16,16.89,17.43,19.04,20.17,20.48,23.35,25.97,28.57,31.42,33.88,37.52,40.34,43.16,61.69,71.3,77.44,88.96,103.62,109.97,125.21,134.05,144.19,157.9,159.5,160.97,166.26,166.57,167.36,163.5,167.36,163.5,167.7,162.3,152.38,157.9,150.31,152.38,163.5,163.5,150.31,137.77,134.23,121.6,107.74,94.14,78.08,44.74,42.45,40.16,37.85,35.73,33.32,31.08,28.71,26.51,24.23,22.19,19.83,17.79,16.16,13.28,10.22,8.17,7.97,7.97,7.91,8.77,9.32,8.61,9.52,8.77,9.52,8.35,8.07,8.47,8.07,8.61,8.07,8.14,8.07,8,8.14,8,11.02,14.33,17.3,20.25,23.7,27,29.61,32.5,35.59,38.94,41.69,46.04,42.96,39.92,36.55,33.41,30.89,27.75,24.58,21.39,18.05,19.44,17.63,18.31,18.18,19.71,19.58,19.71,18.18,18.18,17.63,17.6,17.6,17.49,17.49,18.44,18.05,20.3,21.17,23.98,25.57,28.09,29.65,30.97,33.1,34.68,36.22,38.16,39.95,41.55,43.12,44.74,64.53,71.62,77.69,82.37,89.76,94.96,94.41,106.63,105.32,119.01,125.21,139.98,146.63,152.97,160.52,157.9,163.5,162.3,165.48,162.3,150.31,162.3,162.3,163.5,167.53,167.7,154.33,148.13,148.13,127.7,119.06,116.12,101.19,113.15,119.06,141.04,143.5,148.13,157.9,144.46,143.79,141.55,126.9,121.05,109.18,109.35,103.5,104.85,95.62,91.66,84.64,78.25,71.31,45.93,43.45,40.99,38.1,35.84,33.29,30.85,28.09,25.56,23.23,20.38,19.96,20.08,19.84,20.71,20.66,20.78,20.66,20.66,20.66,20.78,20.17,20.68,20.78,20.56,20.04
"271",19.71,19.71,19.16,19.44,20.19,19.96,20.54,19.96,20.38,20.61,20.78,20.78,20.17,19.42,20.63,20.63,20.28,22.01,25.01,27.37,29.48,31.96,34.67,36.88,38.88,41.2,43.39,45.94,43.59,40.51,38.08,35.07,33.47,31.6,29.51,27.99,25.13,21.88,20.87,21.51,21.51,21.3,21.71,21.91,21.3,20.87,20.42,22.31,22.11,22.9,23.1,23.51,24.41,26.43,24.66,25.18,28.48,25.77,26.43,31.93,35.88,33.38,42.13,37.53,40.62,40.63,44.06,47.47,46.27,41.5,37.02,32.35,27.62,21.24,17.68,16.89,16.62,17.93,16.89,19.04,18.84,17.43,17.16,17.43,15.16,14.86,16.62,17.16,18.84,20.04,20.39,23.26,25.87,28.46,31.31,33.76,37.46,40.29,43.12,61.38,70.78,76.59,87.94,102.61,108.58,123.9,132.47,142.42,156.18,157.9,159.5,165.48,167.12,166.88,162.3,166.88,162.3,167.36,160.97,150.31,156.18,148.13,150.31,162.3,162.3,148.13,135.87,133.23,120.94,107.28,94.01,77.74,44.74,42.45,40.17,37.86,35.77,33.36,31.08,28.74,26.57,24.23,22.3,19.93,17.92,16.35,13.43,10.21,8.09,7.93,7.93,7.93,8.94,9.52,8.77,9.74,8.94,9.74,8.47,8.14,8.61,8.14,8.77,8.14,8.24,8.14,8.07,8.24,8.07,11.06,14.33,17.37,20.3,23.8,27.11,29.67,32.53,35.57,38.89,41.68,46.06,42.99,39.96,36.59,33.46,30.98,27.85,24.69,21.51,18.18,19.58,17.72,18.44,18.31,19.84,19.71,19.84,18.31,18.31,17.72,17.52,17.52,17.56,17.56,18.58,18.18,20.44,21.25,24.1,25.68,28.17,29.74,31.05,33.17,34.75,36.28,38.2,39.96,41.55,43.14,44.75,64.44,71.61,77.43,81.85,89.24,94.24,93.25,105.64,103.87,117.82,123.9,139.61,146.96,153.46,160.07,156.18,162.3,160.97,164.56,160.97,148.13,160.97,160.97,162.3,167.8,167.36,152.38,145.86,145.86,124.86,116.12,113.15,98.2,110.17,116.12,138.51,141.04,145.86,156.18,142.41,142.16,140.34,125.24,119.51,107.53,108.06,102.34,104.42,94.96,91.38,84.37,78.1,71.17,45.94,43.48,41.02,38.16,35.89,33.34,30.89,28.16,25.63,23.27,20.47,20.08,20.19,19.96,20.75,20.71,20.79,20.71,20.71,20.71,20.76,20.04,20.63,20.79,20.48,19.9
"272",19.84,19.84,19.3,19.58,20.29,20.08,20.61,20.08,20.47,20.66,20.79,20.76,20.04,19.23,20.56,20.56,20.17,21.85,24.91,27.29,29.38,31.87,34.65,36.83,38.81,41.15,43.34,45.98,43.64,40.6,38.19,35.2,33.62,31.75,29.67,28.15,25.32,22.11,21.09,21.71,21.71,21.51,21.91,22.11,21.51,21.09,20.65,22.51,22.31,23.1,23.31,23.73,24.66,26.79,24.91,25.47,28.97,26.09,26.79,32.63,36.8,34.17,43.17,38.12,41.17,40.96,44.37,47.75,46.25,41.44,36.93,32.23,27.45,21,17.43,16.62,16.33,17.68,16.62,18.84,18.62,17.16,16.89,17.16,14.86,14.55,16.33,16.89,18.62,19.9,20.28,23.17,25.75,28.34,31.2,33.64,37.4,40.23,43.08,61.06,70.23,75.71,86.88,101.55,107.14,122.52,130.8,140.55,154.33,156.18,157.9,164.56,167.53,166.26,160.97,166.26,160.97,166.88,159.5,148.13,154.33,145.86,148.13,160.97,160.97,145.86,133.88,132.12,120.19,106.75,93.83,77.37,44.74,42.46,40.19,37.88,35.83,33.36,31.13,28.79,26.64,24.29,22.41,20.04,18.06,16.54,13.59,10.23,8.02,7.91,7.91,7.96,9.12,9.74,8.94,9.98,9.12,9.98,8.61,8.24,8.77,8.24,8.94,8.24,8.24,8.24,8.14,8.24,8.14,11.12,14.42,17.37,20.35,23.91,27.23,29.74,32.56,35.55,38.84,41.67,46.07,43.02,40.01,36.64,33.52,31.07,27.95,24.81,21.64,18.31,19.71,17.82,18.58,18.44,19.96,19.84,19.96,18.44,18.44,17.82,17.46,17.46,17.63,17.63,18.73,18.31,20.57,21.34,24.22,25.79,28.26,29.82,31.14,33.23,34.8,36.33,38.23,39.96,41.54,43.14,44.75,64.32,71.58,77.14,81.3,88.66,93.47,92.04,104.6,102.37,116.54,122.52,139.13,147.18,153.82,159.48,154.33,160.97,159.5,163.5,159.5,145.86,159.5,159.5,160.97,167.91,166.88,150.31,143.5,143.5,121.98,113.15,110.17,95.23,107.18,113.15,135.9,138.51,143.5,154.33,140.27,140.43,139.02,123.49,117.9,105.84,106.72,101.13,103.91,94.24,91.05,84.05,77.91,71,45.94,43.51,41.06,38.21,35.93,33.39,30.93,28.22,25.7,23.31,20.54,20.19,20.29,20.08,20.77,20.75,20.78,20.75,20.75,20.75,20.73,19.9,20.56,20.78,20.39,19.75
"273",19.96,19.96,19.44,19.71,20.38,20.19,20.66,20.19,20.54,20.71,20.78,20.73,19.9,19.04,20.48,20.48,20.04,21.68,24.81,27.19,29.27,31.78,34.61,36.78,38.74,41.09,43.28,46.01,43.7,40.69,38.3,35.34,33.76,31.9,29.83,28.31,25.5,22.34,21.3,21.91,21.91,21.71,22.11,22.31,21.71,21.3,20.87,22.71,22.51,23.31,23.51,23.95,24.91,27.18,25.18,25.77,29.5,26.43,27.18,33.38,37.78,35,44.25,38.75,41.75,41.32,44.7,48.05,46.24,41.38,36.83,32.1,27.28,20.75,17.16,16.33,16.05,17.43,16.33,18.62,18.4,16.89,16.62,16.89,14.55,14.25,16.05,16.62,18.4,19.75,20.17,23.07,25.63,28.21,31.08,33.52,37.33,40.17,43.03,60.74,69.67,74.82,85.79,100.43,105.64,121.05,129.05,138.59,152.38,154.33,156.18,163.5,167.8,165.48,159.5,165.48,159.5,166.26,157.9,145.86,152.38,143.5,145.86,159.5,159.5,143.5,131.81,130.92,119.35,106.15,93.6,76.97,44.74,42.48,40.21,37.9,35.88,33.4,31.18,28.79,26.72,24.37,22.53,20.17,18.21,16.75,13.77,10.26,7.97,7.91,7.91,8,9.32,9.98,9.12,10.22,9.32,10.22,8.77,8.24,8.94,8.24,9.12,8.24,8.35,8.24,8.24,8.35,8.24,11.2,14.53,17.46,20.42,24.02,27.36,29.81,32.6,35.54,38.8,41.67,46.09,43.05,40.06,36.69,33.58,31.15,28.05,24.92,21.77,18.44,19.84,17.93,18.73,18.58,20.08,19.96,20.08,18.58,18.58,17.93,17.42,17.42,17.72,17.72,18.87,18.44,20.71,21.44,24.34,25.91,28.34,29.9,31.22,33.29,34.86,36.39,38.26,39.96,41.53,43.15,44.75,64.19,71.52,76.82,80.71,88.05,92.66,90.8,103.5,100.83,115.2,121.05,138.54,147.28,154.05,158.75,152.38,159.5,157.9,162.3,157.9,143.5,157.9,157.9,159.5,167.88,166.26,148.13,141.04,141.04,119.06,110.17,107.18,92.28,104.18,110.17,133.23,135.9,141.04,152.38,138.04,138.6,137.6,121.68,116.23,104.1,105.32,99.86,103.34,93.47,90.67,83.69,77.69,70.81,45.95,43.54,41.09,38.26,35.97,33.43,30.96,28.27,25.75,23.33,20.61,20.29,20.38,20.19,20.78,20.77,20.76,20.77,20.77,20.77,20.68,19.75,20.48,20.76,20.28,19.59
"274",20.08,20.08,19.58,19.84,20.47,20.29,20.71,20.29,20.61,20.75,20.76,20.68,19.75,18.84,20.39,20.39,19.9,21.5,24.69,27.08,29.15,31.68,34.57,36.72,38.67,41.02,43.23,46.05,43.75,40.77,38.4,35.47,33.9,32.04,29.99,28.46,25.69,22.56,21.51,22.11,22.11,21.91,22.31,22.51,21.91,21.51,21.09,22.9,22.71,23.51,23.73,24.17,25.18,27.59,25.47,26.09,30.05,26.79,27.59,34.17,38.8,35.88,45.39,39.41,42.36,41.69,45.05,48.36,46.22,41.31,36.74,31.96,27.11,20.5,16.89,16.05,15.75,17.16,16.05,18.4,18.17,16.62,16.33,16.62,14.25,13.94,15.75,16.33,18.17,19.59,20.04,22.95,25.5,28.07,30.96,33.39,37.26,40.11,42.98,60.4,69.09,73.91,84.68,99.26,104.09,119.51,127.22,136.54,150.31,152.38,154.33,162.3,167.91,164.56,157.9,164.56,157.9,165.48,156.18,143.5,150.31,141.04,143.5,157.9,157.9,141.04,129.66,129.63,118.44,105.48,93.31,76.54,44.74,42.5,40.21,37.93,35.95,33.45,31.25,28.85,26.81,24.46,22.66,20.3,18.38,16.96,13.95,10.3,7.93,7.93,7.93,8.07,9.52,10.22,9.32,10.47,9.52,10.47,8.94,8.35,9.12,8.35,9.32,8.35,8.47,8.35,8.24,8.47,8.24,11.28,14.65,17.56,20.42,24.15,27.49,29.9,32.6,35.53,38.76,41.67,46.11,43.08,40.1,36.74,33.65,31.24,28.16,25.04,21.9,18.58,19.96,18.05,18.87,18.73,20.19,20.08,20.19,18.73,18.73,18.05,17.41,17.41,17.82,17.82,19.02,18.58,20.85,21.54,24.46,26.02,28.41,29.97,31.31,33.34,34.91,36.44,38.29,39.95,41.51,43.15,44.75,64.04,71.43,76.46,80.09,87.39,91.79,89.53,102.34,99.24,113.79,119.51,137.83,147.25,154.16,157.88,150.31,157.9,156.18,160.97,156.18,141.04,156.18,156.18,157.9,167.7,165.48,145.86,138.51,138.51,116.12,107.18,104.18,89.35,101.19,107.18,130.49,133.23,138.51,150.31,135.73,136.68,136.08,119.8,114.49,102.32,103.87,98.56,102.71,92.66,90.24,83.29,77.43,70.59,45.97,43.56,41.11,38.31,36.01,33.47,30.98,28.32,25.8,23.34,20.66,20.38,20.47,20.29,20.79,20.78,20.73,20.78,20.78,20.78,20.63,19.59,20.39,20.73,20.17,19.42
"275",20.19,20.19,19.71,19.96,20.54,20.38,20.75,20.38,20.66,20.77,20.73,20.63,19.59,18.62,20.28,20.28,19.75,21.32,24.56,26.97,29.02,31.58,34.52,36.66,38.59,40.96,43.17,46.08,43.8,40.86,38.5,35.61,34.03,32.19,30.14,28.62,25.87,22.77,21.71,22.31,22.31,22.11,22.51,22.71,22.11,21.71,21.3,23.1,22.9,23.73,23.95,24.41,25.47,28.02,25.77,26.43,30.64,27.18,28.02,35,39.88,36.8,46.57,40.1,43,42.08,45.42,48.68,46.2,41.25,36.64,31.82,26.93,20.24,16.62,15.75,15.46,16.89,15.75,18.17,17.93,16.33,16.05,16.33,13.94,13.64,15.46,16.05,17.93,19.42,19.9,22.83,25.36,27.93,30.83,33.26,37.18,40.05,42.93,60.06,68.5,72.99,83.54,98.05,102.5,117.9,125.32,134.41,148.13,150.31,152.38,160.97,167.88,163.5,156.18,163.5,156.18,164.56,154.33,141.04,148.13,138.51,141.04,156.18,156.18,138.51,127.45,128.25,117.44,104.75,92.96,76.08,44.75,42.5,40.24,37.93,36.01,33.51,31.32,28.91,26.9,24.55,22.8,20.44,18.55,17.18,14.15,10.36,7.91,7.96,7.96,8.14,9.74,10.47,9.52,10.74,9.74,10.74,9.12,8.47,9.32,8.47,9.52,8.47,8.61,8.47,8.35,8.61,8.35,11.28,14.78,17.67,20.5,24.28,27.62,29.99,32.65,35.53,38.73,41.67,46.13,43.11,40.15,36.79,33.71,31.33,28.26,25.16,22.03,18.73,20.08,18.18,19.02,18.87,20.29,20.19,20.29,18.87,18.87,18.18,17.42,17.42,17.93,17.93,19.16,18.73,20.98,21.66,24.57,26.13,28.48,30.04,31.39,33.39,34.96,36.49,38.31,39.94,41.49,43.15,44.75,63.87,71.31,76.08,79.44,86.68,90.89,88.23,101.13,97.62,112.31,117.9,137.02,147.1,154.13,156.88,148.13,156.18,154.33,159.5,154.33,138.51,154.33,154.33,156.18,167.36,164.56,143.5,135.9,135.9,113.15,104.18,101.19,86.45,98.2,104.18,127.7,130.49,135.9,148.13,133.35,134.68,134.46,117.86,112.7,100.51,102.37,97.21,102.01,91.79,89.76,82.85,77.14,70.34,45.98,43.59,41.14,38.36,36.04,33.5,31,28.36,25.84,23.34,20.71,20.47,20.54,20.38,20.78,20.79,20.68,20.79,20.79,20.79,20.56,19.42,20.28,20.68,20.04,19.23
"276",20.29,20.29,19.84,20.08,20.61,20.47,20.77,20.47,20.71,20.78,20.68,20.56,19.42,18.4,20.17,20.17,19.59,21.12,24.43,26.85,28.89,31.47,34.47,36.59,38.51,40.89,43.11,46.12,43.85,40.94,38.6,35.74,34.16,32.32,30.29,28.77,26.04,22.98,21.91,22.51,22.51,22.31,22.71,22.9,22.31,21.91,21.51,23.31,23.1,23.95,24.17,24.66,25.77,28.48,26.09,26.79,31.27,27.59,28.48,35.88,41.01,37.78,47.81,40.83,43.67,42.5,45.8,49.02,46.18,41.18,36.53,31.68,26.74,19.98,16.33,15.46,15.16,16.62,15.46,17.93,17.68,16.05,15.75,16.05,13.64,13.33,15.16,15.75,17.68,19.23,19.75,22.69,25.22,27.78,30.69,33.13,37.1,39.98,42.87,59.71,67.89,72.06,82.38,96.79,100.86,116.23,123.34,132.19,145.86,148.13,150.31,159.5,167.7,162.3,154.33,162.3,154.33,163.5,152.38,138.51,145.86,135.9,138.51,154.33,154.33,135.9,125.17,126.78,116.36,103.95,92.56,75.59,44.76,42.52,40.27,37.96,36.09,33.57,31.39,28.98,27,24.66,22.95,20.59,18.73,17.4,14.35,10.43,7.91,8,8,8.24,9.98,10.74,9.74,11.01,9.98,11.01,9.32,8.61,9.52,8.61,9.74,8.61,8.77,8.61,8.47,8.77,8.47,11.39,14.93,17.79,20.59,24.42,27.77,30.08,32.7,35.54,38.7,41.68,46.15,43.15,40.19,36.85,33.78,31.41,28.36,25.27,22.16,18.87,20.19,18.31,19.16,19.02,20.38,20.29,20.38,19.02,19.02,18.31,17.45,17.45,18.05,18.05,19.3,18.87,21.11,21.77,24.68,26.23,28.54,30.1,31.46,33.43,35,36.54,38.33,39.92,41.47,43.15,44.74,63.69,71.17,75.66,78.76,85.94,89.94,86.91,99.86,95.97,110.77,116.23,136.1,146.83,153.97,155.75,145.86,154.33,152.38,157.9,152.38,135.9,152.38,152.38,154.33,166.88,163.5,141.04,133.23,133.23,110.17,101.19,98.2,83.58,95.23,101.19,124.86,127.7,133.23,145.86,130.89,132.59,132.75,115.86,110.85,98.66,100.83,95.82,101.25,90.89,89.24,82.37,76.82,70.07,45.99,43.62,41.16,38.4,36.07,33.52,31.01,28.4,25.87,23.34,20.75,20.54,20.61,20.47,20.76,20.78,20.63,20.78,20.78,20.78,20.48,19.23,20.17,20.63,19.9,19.04
"277",20.38,20.38,19.96,20.19,20.66,20.54,20.78,20.54,20.75,20.79,20.63,20.48,19.23,18.17,20.04,20.04,19.42,20.92,24.28,26.72,28.75,31.35,34.41,36.52,38.43,40.82,43.05,46.15,43.9,41.02,38.7,35.86,34.29,32.46,30.43,28.92,26.21,23.19,22.11,22.71,22.71,22.51,22.9,23.1,22.51,22.11,21.71,23.51,23.31,24.17,24.41,24.91,26.09,28.97,26.43,27.18,31.93,28.02,28.97,36.8,42.19,38.8,49.1,41.6,44.38,42.94,46.2,49.37,46.15,41.11,36.43,31.53,26.55,19.72,16.05,15.16,14.86,16.33,15.16,17.68,17.43,15.75,15.46,15.75,13.33,13.03,14.86,15.46,17.43,19.04,19.59,22.55,25.06,27.62,30.55,32.99,37.02,39.91,42.82,59.36,67.27,71.12,81.19,95.49,99.19,114.49,121.3,129.91,143.5,145.86,148.13,157.9,167.36,160.97,152.38,160.97,152.38,162.3,150.31,135.9,143.5,133.23,135.9,152.38,152.38,133.23,122.83,125.23,115.21,103.09,92.11,75.08,44.77,42.54,40.3,38,36.16,33.64,31.48,29.06,27.11,24.77,23.11,20.75,18.92,17.64,14.57,10.52,7.93,8.07,8.07,8.24,10.22,11.01,9.98,11.29,10.22,11.29,9.52,8.77,9.74,8.77,9.98,8.77,8.94,8.77,8.61,8.94,8.61,11.5,15.08,17.92,20.68,24.57,27.91,30.18,32.76,35.55,38.67,41.69,46.16,43.18,40.24,36.91,33.86,31.49,28.45,25.38,22.29,19.02,20.29,18.44,19.3,19.16,20.47,20.38,20.47,19.16,19.16,18.44,17.49,17.49,18.18,18.18,19.44,19.02,21.24,21.9,24.79,26.34,28.6,30.16,31.53,33.47,35.04,36.58,38.34,39.9,41.44,43.15,44.73,63.49,71,75.21,78.05,85.16,88.96,85.56,98.56,94.29,109.18,114.49,135.07,146.43,153.67,154.49,143.5,152.38,150.31,156.18,150.31,133.23,150.31,150.31,152.38,166.26,162.3,138.51,130.49,130.49,107.18,98.2,95.23,80.75,92.28,98.2,121.98,124.86,130.49,143.5,128.37,130.42,130.96,113.81,108.95,96.79,99.24,94.39,100.43,89.94,88.66,81.85,76.46,69.78,46.01,43.64,41.18,38.45,36.09,33.54,31.01,28.42,25.89,23.32,20.77,20.61,20.66,20.54,20.73,20.76,20.56,20.76,20.76,20.76,20.39,19.04,20.04,20.56,19.75,18.84
