"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"301",130.56,107.43,102.24,99.66,110.04,120.45,140.02,110.04,142.24,153.96,150.39,133,135.39,133,115.26,110.04,102.24,123.02,116.6,123.92,113.17,128.43,125.53,127.11,121.9,114.38,108.45,97.58,94.93,89.57,81.97,76.82,70.85,46.74,44.39,42.68,41.74,40.25,37.81,38.06,36.46,34.46,32.82,26.93,26.59,25.25,24.92,25.25,28.33,29.07,32.13,30.28,31.17,26.25,25.59,23.24,24.59,21.84,18.52,21.12,23.92,24.25,25.59,25.25,26.51,29.31,33.49,35.45,37.21,39.71,41.6,43.5,45.55,47.2,44.68,43.01,40.42,41.16,37.36,39.51,35,31.71,30.68,27.05,30.33,41.8,28.78,26.39,37.04,47,45.22,48.82,45.22,35.55,38.58,35.55,38.58,32.7,34.1,30.05,35.55,31.35,34.1,28.97,34.87,32.76,33.18,37.18,44.88,45.39,45.08,50.3,51.72,50.82,46.03,48.46,44.78,42.15,39.4,36.73,34.02,31.53,28.98,26.32,23.58,20.77,18.34,15.51,12.85,9.89,7.44,7.29,7.21,7.18,7.11,7.38,7.21,7.29,7.55,8.01,8.01,8.11,8.21,8.21,8.41,8.4,8.25,8.11,8.06,8.34,8.32,8.28,8.41,12.85,17.38,21.79,26.29,30.92,35.53,40.2,47.54,46.67,44.33,43.37,42.35,43.66,40.54,44.46,40.82,35.29,34.74,33.43,30.28,31.64,30.28,30.28,29.46,27.97,30.28,34.34,33.18,34.34,34.34,36.32,42.27,41.29,44.38,50.59,50.59,50.59,45.51,45.51,45.51,43.3,45.51,43.89,52.86,46.69,44.34,46.84,42.56,42.36,44.35,45.72,44.66,42.29,39.95,37.64,35.47,32.98,30.61,28.22,25.88,23.53,21.19,18.84,16.51,14.15,11.89,9.59,7.44,7.25,7.21,8.01,7.6,7.44,7.6,7.78,8.06,8.11,7.9,7.38,7.55,7.72,7.66,7.9,8.11,11.12,13.97,16.75,19.19,21.91,24.54,27.52,30.25,33.26,36.1,38.96,41.75,64.54,70.83,78.91,84.57,92.62,100.97,107.22,109.94,114.6,118.61,128.76,138.86,143.25,143.56,151.62,122.69,127.69,122.69,122.69,139.49,132.55,127.69,153.36,163.66,162.76,159.37,156.57,156.57,147.88,151.62,162.76,166.5,166.53,166.53,166.43,166.21,149.51,130.77,115.55,97.82,80.39,44.76,42.48,40.19,37.89,35.57,33.06,30.71,28.36,26.22,23.7
"302",133,110.04,104.83,102.24,112.65,123.02,142.24,112.65,144.39,155.6,152.22,135.39,137.73,135.39,117.86,112.65,104.83,125.56,119.02,126.05,115.27,129.86,126.73,127.52,121.81,113.94,108.12,96.84,94.52,89.34,81.61,76.64,70.78,46.78,44.46,42.78,41.89,40.44,38.02,38.38,36.82,34.85,33.24,27.27,26.93,25.59,25.25,25.59,28.7,29.46,32.64,30.72,31.64,26.59,25.92,23.58,24.92,22.19,18.89,21.48,24.25,24.59,25.92,25.59,26.81,29.59,33.75,35.68,37.41,39.88,41.74,43.61,45.64,47.05,44.48,42.72,40.09,40.65,36.85,38.78,34.28,30.97,29.83,26.2,29.2,40.17,27.57,25.27,35.55,45.22,43.49,47,43.49,34.1,37.04,34.1,37.04,31.35,32.7,28.78,34.1,30.05,32.7,27.87,33.68,31.77,32.3,36.28,43.85,44.47,44.29,49.48,50.98,50.22,45.68,48.16,44.78,42.14,39.39,36.72,34,31.5,28.95,26.29,23.54,20.74,18.29,15.46,12.8,9.86,7.38,7.25,7.18,7.15,7.11,7.34,7.18,7.25,7.49,7.96,7.96,8.06,8.16,8.16,8.4,8.39,8.21,8.06,8.01,8.32,8.28,8.25,8.4,12.81,17.35,21.75,26.25,30.9,35.51,40.19,47.59,46.78,44.44,43.53,42.55,44.03,40.86,45.09,41.36,35.65,35.17,33.91,30.72,32.13,30.72,30.72,29.87,28.33,30.72,34.97,33.75,34.97,34.97,37.04,43.3,42.27,45.51,51.99,51.99,51.99,46.7,46.7,46.7,44.38,46.7,44.87,54.11,47.57,44.97,47.48,42.86,42.53,44.49,45.81,44.66,42.29,39.95,37.63,35.45,32.97,30.6,28.22,25.87,23.53,21.2,18.84,16.53,14.15,11.86,9.55,7.38,7.21,7.18,7.96,7.55,7.38,7.55,7.72,8.01,8.06,7.84,7.34,7.49,7.66,7.6,7.84,8.06,11.09,13.95,16.73,19.15,21.87,24.51,27.49,30.24,33.24,36.08,38.95,41.75,64.51,71.04,78.78,84.18,92.29,100.9,106.83,109.07,113.51,117.29,127.52,137.77,141.89,141.76,149.79,120.14,125.21,120.14,120.14,137.23,130.14,125.21,151.62,162.76,161.74,158.02,155.01,155.01,145.89,149.79,161.74,166.34,166.5,166.5,166.53,166.43,149.38,131.29,115.53,98.07,80.65,44.76,42.47,40.18,37.88,35.55,33.04,30.69,28.33,26.19,23.67
"303",135.39,112.65,107.43,104.83,115.26,125.56,144.39,115.26,146.47,157.14,153.96,137.73,140.02,137.73,120.45,115.26,107.43,128.08,121.43,128.14,117.34,131.22,127.84,127.84,121.63,113.43,107.72,96.05,94.07,89.07,81.22,76.43,70.68,46.82,44.53,42.88,42.04,40.63,38.23,38.72,37.2,35.26,33.69,27.61,27.27,25.92,25.59,25.92,29.07,29.87,33.18,31.17,32.13,26.93,26.25,23.92,25.25,22.54,19.27,21.84,24.59,24.92,26.25,25.92,27.12,29.86,34.02,35.91,37.61,40.06,41.89,43.72,45.72,46.91,44.29,42.45,39.77,40.16,36.36,38.07,33.59,30.26,29.01,25.37,28.12,38.58,26.39,24.18,34.1,43.49,41.8,45.22,41.8,32.7,35.55,32.7,35.55,30.05,31.35,27.57,32.7,28.78,31.35,26.81,32.54,30.82,31.45,35.41,42.86,43.58,43.52,48.69,50.26,49.63,45.34,47.86,44.77,42.13,39.37,36.7,33.98,31.48,28.92,26.25,23.5,20.7,18.25,15.42,12.76,9.83,7.34,7.21,7.15,7.13,7.12,7.29,7.15,7.21,7.44,7.9,7.9,8.01,8.11,8.11,8.39,8.37,8.16,8.01,7.96,8.28,8.25,8.21,8.39,12.78,17.31,21.71,26.22,30.87,35.49,40.18,47.65,46.9,44.55,43.69,42.77,44.43,41.19,45.74,41.93,36.04,35.64,34.41,31.17,32.64,31.17,31.17,30.28,28.7,31.17,35.62,34.34,35.62,35.62,37.81,44.38,43.3,46.7,53.46,53.46,53.46,47.94,47.94,47.94,45.51,47.94,45.91,55.42,48.48,45.64,48.14,43.17,42.7,44.64,45.9,44.65,42.29,39.96,37.62,35.43,32.95,30.59,28.22,25.88,23.53,21.22,18.84,16.56,14.17,11.84,9.52,7.34,7.18,7.15,7.9,7.49,7.34,7.49,7.66,7.96,8.01,7.78,7.29,7.44,7.6,7.55,7.78,8.01,11.06,13.93,16.71,19.1,21.83,24.49,27.46,30.22,33.22,36.07,38.94,41.75,64.46,71.22,78.61,83.76,91.9,100.77,106.38,108.14,112.37,115.92,126.22,136.58,140.44,139.9,147.88,117.58,122.69,117.58,117.58,134.92,127.69,122.69,149.79,161.74,160.61,156.57,153.36,153.36,143.82,147.88,160.61,166.06,166.34,166.34,166.5,166.53,149.13,131.72,115.44,98.27,80.88,44.75,42.46,40.17,37.86,35.53,33.02,30.67,28.31,26.15,23.64
"304",137.73,115.26,110.04,107.43,117.86,128.08,146.47,117.86,148.48,158.57,155.6,140.02,142.24,140.02,123.02,117.86,110.04,130.56,123.81,130.17,119.38,132.5,128.88,128.08,121.37,112.86,107.26,95.22,93.58,88.76,80.8,76.19,70.56,46.87,44.6,42.98,42.2,40.84,38.45,39.07,37.6,35.68,34.16,27.97,27.61,26.25,25.92,26.25,29.46,30.28,33.75,31.64,32.64,27.27,26.59,24.25,25.59,22.89,19.64,22.19,24.92,25.25,26.59,26.25,27.42,30.13,34.29,36.15,37.81,40.25,42.04,43.84,45.81,46.77,44.11,42.19,39.47,39.69,35.88,37.38,32.93,29.58,28.23,24.58,27.07,37.04,25.27,23.13,32.7,41.8,40.17,43.49,40.17,31.35,34.1,31.35,34.1,28.78,30.05,26.39,31.35,27.57,30.05,25.79,31.44,29.9,30.63,34.58,41.9,42.71,42.77,47.91,49.56,49.06,45.01,47.57,44.76,42.12,39.36,36.68,33.97,31.45,28.89,26.22,23.47,20.67,18.2,15.37,12.71,9.81,7.29,7.18,7.13,7.12,7.13,7.25,7.13,7.18,7.38,7.84,7.84,7.96,8.06,8.06,8.37,8.34,8.11,7.96,7.9,8.25,8.21,8.16,8.37,12.74,17.28,21.67,26.19,30.84,35.47,40.17,47.7,47.02,44.66,43.86,42.99,44.84,41.54,46.43,42.53,36.44,36.12,34.93,31.64,33.18,31.64,31.64,30.72,29.07,31.64,36.32,34.97,36.32,36.32,38.61,45.51,44.38,47.94,54.99,54.99,54.99,49.23,49.23,49.23,46.7,49.23,46.99,56.78,49.43,46.35,48.84,43.5,42.88,44.79,46,44.65,42.3,39.97,37.61,35.41,32.94,30.58,28.23,25.89,23.53,21.24,18.84,16.59,14.19,11.82,9.5,7.29,7.15,7.13,7.84,7.44,7.29,7.44,7.6,7.9,7.96,7.72,7.25,7.38,7.55,7.49,7.72,7.96,11.02,13.9,16.68,19.06,21.8,24.47,27.44,30.22,33.2,36.05,38.92,41.75,64.39,71.38,78.42,83.3,91.48,100.59,105.87,107.16,111.18,114.5,124.84,135.32,138.92,137.96,145.89,114.99,120.14,114.99,114.99,132.55,125.21,120.14,147.88,160.61,159.37,155.01,151.62,151.62,141.69,145.89,159.37,165.64,166.06,166.06,166.34,166.5,148.78,132.06,115.28,98.42,81.08,44.74,42.46,40.16,37.85,35.51,33,30.65,28.29,26.12,23.61
"305",140.02,117.86,112.65,110.04,120.45,130.56,148.48,120.45,150.39,159.89,157.14,142.24,144.39,142.24,125.56,120.45,112.65,133,126.15,132.15,121.38,133.7,129.85,128.23,121.04,112.22,106.74,94.35,93.04,88.41,80.36,75.92,70.42,46.91,44.67,43.08,42.36,41.05,38.67,39.44,38.01,36.13,34.65,28.33,27.97,26.59,26.25,26.59,29.87,30.72,34.34,32.13,33.18,27.61,26.93,24.59,25.92,23.24,20.02,22.54,25.25,25.59,26.93,26.59,27.72,30.41,34.57,36.4,38.02,40.44,42.2,43.96,45.9,46.64,43.94,41.94,39.18,39.24,35.43,36.72,32.29,28.92,27.48,23.83,26.06,35.55,24.18,22.13,31.35,40.17,38.58,41.8,38.58,30.05,32.7,30.05,32.7,27.57,28.78,25.27,30.05,26.39,28.78,24.81,30.37,29.02,29.85,33.77,40.97,41.87,42.05,47.15,48.87,48.51,44.7,47.29,44.76,42.11,39.35,36.67,33.95,31.43,28.86,26.19,23.43,20.64,18.16,15.33,12.67,9.8,7.25,7.15,7.12,7.11,7.16,7.21,7.12,7.15,7.34,7.78,7.78,7.9,8.01,8.01,8.34,8.32,8.06,7.9,7.84,8.21,8.16,8.11,8.34,12.7,17.24,21.63,26.15,30.82,35.45,40.16,47.77,47.15,44.78,44.03,43.23,45.28,41.91,47.15,43.17,36.86,36.63,35.48,32.13,33.75,32.13,32.13,31.17,29.46,32.13,37.04,35.62,37.04,37.04,39.46,46.7,45.51,49.23,56.57,56.57,56.57,50.59,50.59,50.59,47.94,50.59,48.12,58.18,50.43,47.08,49.57,43.85,43.08,44.95,46.1,44.64,42.3,39.98,37.61,35.39,32.93,30.57,28.24,25.9,23.54,21.27,18.86,16.63,14.21,11.81,9.48,7.25,7.13,7.12,7.78,7.38,7.25,7.38,7.55,7.84,7.9,7.66,7.21,7.34,7.49,7.44,7.66,7.9,10.98,13.87,16.64,19.02,21.76,24.46,27.41,30.21,33.18,36.04,38.91,41.76,64.31,71.52,78.19,82.82,91.01,100.36,105.31,106.13,109.93,113.04,123.41,133.98,137.32,135.96,143.82,112.39,117.58,112.39,112.39,130.14,122.69,117.58,145.89,159.37,158.02,153.36,149.79,149.79,139.49,143.82,158.02,165.11,165.64,165.64,166.06,166.34,148.32,132.31,115.05,98.51,81.25,44.74,42.45,40.15,37.83,35.49,32.98,30.63,28.27,26.09,23.59
"306",142.24,120.45,115.26,112.65,123.02,133,150.39,123.02,152.22,161.1,158.57,144.39,146.47,144.39,128.08,123.02,115.26,135.39,128.46,134.07,123.34,134.82,130.72,128.3,120.63,111.52,106.17,93.45,92.46,88.02,79.88,75.63,70.26,46.95,44.74,43.18,42.53,41.28,38.91,39.82,38.45,36.59,35.17,28.7,28.33,26.93,26.59,26.93,30.28,31.17,34.97,32.64,33.75,27.97,27.27,24.92,26.25,23.58,20.39,22.89,25.59,25.92,27.27,26.93,28.03,30.68,34.85,36.65,38.23,40.63,42.36,44.09,46,46.52,43.77,41.7,38.9,38.81,35,36.09,31.68,28.3,26.75,23.11,25.09,34.1,23.13,21.17,30.05,38.58,37.04,40.17,37.04,28.78,31.35,28.78,31.35,26.39,27.57,24.18,28.78,25.27,27.57,23.87,29.35,28.17,29.1,33,40.06,41.06,41.35,46.41,48.21,47.96,44.39,47.02,44.75,42.1,39.33,36.65,33.94,31.4,28.83,26.15,23.4,20.61,18.12,15.3,12.63,9.79,7.21,7.13,7.11,7.11,7.19,7.18,7.11,7.13,7.29,7.72,7.72,7.84,7.96,7.96,8.32,8.28,8.01,7.84,7.78,8.16,8.11,8.06,8.32,12.65,17.2,21.59,26.12,30.79,35.43,40.15,47.83,47.29,44.9,44.22,43.48,45.73,42.3,47.9,43.83,37.3,37.16,36.06,32.64,34.34,32.64,32.64,31.64,29.87,32.64,37.81,36.32,37.81,37.81,40.35,47.94,46.7,50.59,58.22,58.22,58.22,51.99,51.99,51.99,49.23,51.99,49.3,59.64,51.47,47.85,50.33,44.21,43.27,45.12,46.2,44.64,42.31,39.99,37.6,35.37,32.92,30.57,28.26,25.92,23.56,21.3,18.87,16.68,14.25,11.8,9.46,7.21,7.12,7.11,7.72,7.34,7.21,7.34,7.49,7.78,7.84,7.6,7.18,7.29,7.44,7.38,7.6,7.84,10.93,13.83,16.61,18.98,21.73,24.44,27.39,30.21,33.16,36.02,38.9,41.76,64.21,71.63,77.94,82.3,90.51,100.07,104.68,105.06,108.64,111.53,121.92,132.57,135.65,133.9,141.69,109.78,114.99,109.78,109.78,127.69,120.14,114.99,143.82,158.02,156.57,151.62,147.88,147.88,137.23,141.69,156.57,164.45,165.11,165.11,165.64,166.06,147.76,132.47,114.75,98.56,81.38,44.73,42.43,40.13,37.81,35.47,32.97,30.61,28.26,26.06,23.57
"307",144.39,123.02,117.86,115.26,125.56,135.39,152.22,125.56,153.96,162.2,159.89,146.47,148.48,146.47,130.56,125.56,117.86,137.73,130.72,135.92,125.25,135.85,131.52,128.27,120.15,110.76,105.54,92.51,91.84,87.6,79.37,75.32,70.08,46.99,44.81,43.28,42.7,41.51,39.15,40.23,38.91,37.08,35.71,29.07,28.7,27.27,26.93,27.27,30.72,31.64,35.62,33.18,34.34,28.33,27.61,25.25,26.59,23.92,20.75,23.24,25.92,26.25,27.61,27.27,28.33,30.96,35.15,36.91,38.45,40.84,42.53,44.21,46.1,46.4,43.61,41.47,38.63,38.39,34.59,35.48,31.09,27.7,26.06,22.42,24.16,32.7,22.13,20.24,28.78,37.04,35.55,38.58,35.55,27.57,30.05,27.57,30.05,25.27,26.39,23.13,27.57,24.18,26.39,22.97,28.36,27.36,28.38,32.25,39.19,40.27,40.68,45.7,47.56,47.44,44.1,46.76,44.74,42.08,39.32,36.64,33.93,31.38,28.8,26.12,23.37,20.58,18.08,15.26,12.59,9.79,7.18,7.12,7.11,7.12,7.23,7.15,7.11,7.12,7.25,7.66,7.66,7.78,7.9,7.9,8.28,8.25,7.96,7.78,7.72,8.11,8.06,8.01,8.28,12.6,17.15,21.55,26.09,30.76,35.41,40.13,47.9,47.44,45.03,44.41,43.74,46.21,42.71,48.69,44.52,37.77,37.72,36.67,33.18,34.97,33.18,33.18,32.13,30.28,33.18,38.61,37.04,38.61,38.61,41.29,49.23,47.94,51.99,59.92,59.92,59.92,53.46,53.46,53.46,50.59,53.46,50.53,61.14,52.55,48.66,51.12,44.59,43.48,45.3,46.31,44.64,42.32,40,37.6,35.35,32.91,30.57,28.28,25.94,23.58,21.34,18.9,16.73,14.29,11.8,9.46,7.18,7.11,7.11,7.66,7.29,7.18,7.29,7.44,7.72,7.78,7.55,7.15,7.25,7.38,7.34,7.55,7.78,10.89,13.79,16.57,18.94,21.69,24.44,27.37,30.21,33.15,36.01,38.89,41.77,64.1,71.72,77.65,81.76,89.96,99.73,104.01,103.94,107.31,109.97,120.37,131.08,133.9,131.78,139.49,107.17,112.39,107.17,107.17,125.21,117.58,112.39,141.69,156.57,155.01,149.79,145.89,145.89,134.92,139.49,155.01,163.66,164.45,164.45,165.11,165.64,147.09,132.54,114.38,98.54,81.47,44.72,42.42,40.12,37.8,35.45,32.95,30.6,28.24,26.03,23.56
"308",146.47,125.56,120.45,117.86,128.08,137.73,153.96,128.08,155.6,163.18,161.1,148.48,150.39,148.48,133,128.08,120.45,140.02,132.94,137.71,127.11,136.8,132.23,128.17,119.6,109.94,104.85,91.55,91.18,87.13,78.85,74.98,69.88,47.03,44.88,43.39,42.88,41.76,39.41,40.66,39.4,37.6,36.28,29.46,29.07,27.61,27.27,27.61,31.17,32.13,36.32,33.75,34.97,28.7,27.97,25.59,26.93,24.25,21.12,23.58,26.25,26.59,27.97,27.61,28.64,31.25,35.46,37.18,38.67,41.05,42.7,44.35,46.2,46.28,43.46,41.25,38.38,37.99,34.19,34.89,30.53,27.12,25.4,21.76,23.27,31.35,21.17,19.36,27.57,35.55,34.1,37.04,34.1,26.39,28.78,26.39,28.78,24.18,25.27,22.13,26.39,23.13,25.27,22.1,27.41,26.57,27.68,31.53,38.35,39.51,40.02,45,46.93,46.93,43.82,46.5,44.74,42.07,39.31,36.63,33.92,31.36,28.77,26.09,23.33,20.56,18.04,15.23,12.56,9.8,7.15,7.11,7.12,7.13,7.28,7.13,7.12,7.11,7.21,7.6,7.6,7.72,7.84,7.84,8.25,8.21,7.9,7.72,7.66,8.06,8.01,7.96,8.25,12.55,17.11,21.52,26.06,30.74,35.39,40.12,47.97,47.59,45.16,44.62,44.01,46.72,43.14,49.51,45.25,38.26,38.31,37.31,33.75,35.62,33.75,33.75,32.64,30.72,33.75,39.46,37.81,39.46,39.46,42.27,50.59,49.23,53.46,61.68,61.68,61.68,54.99,54.99,54.99,51.99,54.99,51.82,62.69,53.68,49.5,51.95,44.99,43.7,45.49,46.43,44.64,42.32,40.02,37.6,35.33,32.91,30.57,28.31,25.97,23.6,21.39,18.93,16.79,14.34,11.81,9.46,7.15,7.11,7.12,7.6,7.25,7.15,7.25,7.38,7.66,7.72,7.49,7.13,7.21,7.34,7.29,7.49,7.72,10.84,13.75,16.53,18.9,21.66,24.43,27.35,30.21,33.13,36,38.88,41.78,63.97,71.79,77.34,81.19,89.38,99.33,103.28,102.78,105.93,108.38,118.77,129.53,132.1,129.61,137.23,104.55,109.78,104.55,104.55,122.69,114.99,109.78,139.49,155.01,153.36,147.88,143.82,143.82,132.55,137.23,153.36,162.76,163.66,163.66,164.45,165.11,146.32,132.52,113.94,98.48,81.53,44.72,42.41,40.11,37.78,35.43,32.94,30.59,28.23,26,23.54
"309",148.48,128.08,123.02,120.45,130.56,140.02,155.6,130.56,157.14,164.03,162.2,150.39,152.22,150.39,135.39,130.56,123.02,142.24,135.1,139.41,128.91,137.66,132.85,127.98,118.97,109.07,104.12,90.55,90.49,86.63,78.29,74.61,69.65,47.07,44.95,43.5,43.08,42.01,39.67,41.11,39.91,38.14,36.88,29.87,29.46,27.97,27.61,27.97,31.64,32.64,37.04,34.34,35.62,29.07,28.33,25.92,27.27,24.59,21.48,23.92,26.59,26.93,28.33,27.97,28.94,31.53,35.78,37.47,38.91,41.28,42.88,44.49,46.31,46.17,43.31,41.04,38.14,37.6,33.81,34.32,29.99,26.58,24.77,21.13,22.41,30.05,20.24,18.51,26.39,34.1,32.7,35.55,32.7,25.27,27.57,25.27,27.57,23.13,24.18,21.17,25.27,22.13,24.18,21.28,26.49,25.82,27.02,30.84,37.53,38.78,39.39,44.33,46.31,46.43,43.54,46.26,44.73,42.06,39.3,36.62,33.92,31.33,28.75,26.06,23.31,20.54,18,15.21,12.53,9.81,7.13,7.11,7.13,7.16,7.35,7.12,7.13,7.11,7.18,7.55,7.55,7.66,7.78,7.78,8.21,8.16,7.84,7.66,7.6,8.01,7.96,7.9,8.21,12.5,17.06,21.48,26.03,30.71,35.37,40.11,48.04,47.75,45.3,44.83,44.3,47.25,43.6,50.37,46.02,38.77,38.93,37.99,34.34,36.32,34.34,34.34,33.18,31.17,34.34,40.35,38.61,40.35,40.35,43.3,51.99,50.59,54.99,63.51,63.51,63.51,56.57,56.57,56.57,53.46,56.57,53.16,64.29,54.85,50.38,52.8,45.42,43.93,45.69,46.55,44.64,42.34,40.04,37.6,35.32,32.91,30.58,28.34,26.01,23.64,21.44,18.96,16.87,14.4,11.82,9.46,7.13,7.12,7.13,7.55,7.21,7.13,7.21,7.34,7.6,7.66,7.44,7.12,7.18,7.29,7.25,7.44,7.66,10.79,13.71,16.49,18.86,21.64,24.43,27.34,30.22,33.12,35.99,38.88,41.79,63.83,71.83,77,80.59,88.76,98.89,102.51,101.58,104.52,106.76,117.12,127.91,130.23,127.39,134.92,104.55,107.17,104.55,104.55,120.14,112.39,107.17,137.23,153.36,151.62,145.89,141.69,141.69,130.14,134.92,151.62,161.74,162.76,162.76,163.66,164.45,145.45,132.41,113.43,98.36,81.56,44.71,42.4,40.09,37.76,35.41,32.93,30.58,28.22,25.98,23.53
"310",150.39,130.56,125.56,123.02,133,142.24,157.14,133,158.57,164.76,163.18,152.22,153.96,152.22,137.73,133,125.56,144.39,137.2,141.04,130.65,138.42,133.38,127.7,118.27,108.14,103.33,89.53,89.76,86.1,77.72,74.23,69.41,47.12,45.02,43.61,43.27,42.28,39.95,41.58,40.44,38.71,37.51,30.28,29.87,28.33,27.97,28.33,32.13,33.18,37.81,34.97,36.32,29.46,28.7,26.25,27.61,24.92,21.84,24.25,26.93,27.27,28.7,28.33,29.26,31.82,36.11,37.76,39.15,41.51,43.08,44.64,46.43,46.06,43.17,40.84,37.91,37.23,33.45,33.78,29.48,26.06,24.17,20.53,21.59,28.78,19.36,17.71,25.27,32.7,31.35,34.1,31.35,24.18,26.39,24.18,26.39,22.13,23.13,20.24,24.18,21.17,23.13,20.48,25.61,25.11,26.39,30.18,36.74,38.07,38.78,43.68,45.72,45.95,43.28,46.02,44.72,42.05,39.29,36.61,33.92,31.31,28.72,26.03,23.28,20.53,17.97,15.19,12.51,9.84,7.12,7.12,7.16,7.19,7.42,7.11,7.16,7.12,7.15,7.49,7.49,7.6,7.72,7.72,8.16,8.11,7.78,7.6,7.55,7.96,7.9,7.84,8.16,12.45,17.02,21.44,26,30.69,35.35,40.09,48.12,47.91,45.45,45.06,44.6,47.8,44.07,51.27,46.82,39.31,39.59,38.7,34.97,37.04,34.97,34.97,33.75,31.64,34.97,41.29,39.46,41.29,41.29,44.38,53.46,51.99,56.57,65.39,65.39,65.39,58.22,58.22,58.22,54.99,58.22,54.55,65.94,56.06,51.3,53.7,45.86,44.17,45.89,46.67,44.64,42.35,40.06,37.61,35.3,32.91,30.59,28.38,26.05,23.67,21.51,19.01,16.95,14.47,11.84,9.48,7.12,7.13,7.16,7.49,7.18,7.12,7.18,7.29,7.55,7.6,7.38,7.11,7.15,7.25,7.21,7.38,7.6,10.73,13.66,16.45,18.82,21.61,24.44,27.33,30.23,33.11,35.99,38.87,41.8,63.67,71.85,76.64,79.97,88.11,98.39,101.68,100.34,103.07,105.1,115.42,126.23,128.3,125.13,132.55,101.94,104.55,101.94,101.94,117.58,109.78,104.55,134.92,151.62,149.79,143.82,139.49,139.49,127.69,132.55,149.79,160.61,161.74,161.74,162.76,163.66,144.48,132.21,112.86,98.19,81.55,44.7,42.39,40.08,37.74,35.39,32.92,30.57,28.22,25.95,23.53
